Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-04-12,IN,India,SEARO,4982,8356,196,273
2020-04-19,IN,India,SEARO,7356,15712,234,507
2020-04-26,IN,India,SEARO,10784,26496,317,824
2020-05-03,IN,India,SEARO,13484,39980,477,1301
2020-05-10,IN,India,SEARO,22959,62939,808,2109
2020-05-17,IN,India,SEARO,27988,90927,763,2872
2020-05-24,IN,India,SEARO,40941,131868,995,3867
2020-05-31,IN,India,SEARO,50275,182143,1297,5164
2020-06-07,IN,India,SEARO,64485,246628,1765,6929
2020-06-14,IN,India,SEARO,74294,320922,2266,9195
2020-06-21,IN,India,SEARO,89539,410461,4059,13254
2020-06-28,IN,India,SEARO,118398,528859,2841,16095
2020-07-05,IN,India,SEARO,144306,673165,3173,19268
2020-07-12,IN,India,SEARO,176388,849553,3406,22674
2020-07-19,IN,India,SEARO,228065,1077618,4142,26816
2020-07-26,IN,India,SEARO,307904,1385522,5247,32063
2020-08-02,IN,India,SEARO,365201,1750723,5301,37364
2020-08-09,IN,India,SEARO,402287,2153010,6015,43379
2020-08-16,IN,India,SEARO,436672,2589682,6601,49980
2020-08-23,IN,India,SEARO,455258,3044940,6726,56706
2020-08-30,IN,India,SEARO,497793,3542733,6792,63498
2020-09-06,IN,India,SEARO,571078,4113811,7128,70626
2020-09-13,IN,India,SEARO,640545,4754356,7960,78586
2020-09-20,IN,India,SEARO,646263,5400619,8166,86752
2020-09-27,IN,India,SEARO,591913,5992532,7751,94503
2020-10-04,IN,India,SEARO,556841,6549373,7279,101782
2020-10-11,IN,India,SEARO,504433,7053806,6552,108334
2020-10-18,IN,India,SEARO,440745,7494551,5697,114031
2020-10-25,IN,India,SEARO,370260,7864811,4503,118534
2020-11-01,IN,India,SEARO,319271,8184082,3577,122111
2020-11-08,IN,India,SEARO,323672,8507754,4010,126121
2020-11-15,IN,India,SEARO,306825,8814579,3514,129635
2020-11-22,IN,India,SEARO,281227,9095806,3592,133227
2020-11-29,IN,India,SEARO,297113,9392919,3469,136696
2020-12-06,IN,India,SEARO,251303,9644222,3486,140182
2020-12-13,IN,India,SEARO,212807,9857029,2837,143019
2020-12-20,IN,India,SEARO,174194,10031223,2458,145477
2020-12-27,IN,India,SEARO,156627,10187850,2145,147622
2021-01-03,IN,India,SEARO,136115,10323965,1813,149435
2021-01-10,IN,India,SEARO,126319,10450284,1564,150999
2021-01-17,IN,India,SEARO,107701,10557985,1275,152274
2021-01-24,IN,India,SEARO,96548,10654533,1065,153339
2021-01-31,IN,India,SEARO,91650,10746183,935,154274
2021-02-07,IN,India,SEARO,80180,10826363,722,154996
2021-02-14,IN,India,SEARO,78577,10904940,646,155642
2021-02-21,IN,India,SEARO,86711,10991651,660,156302
2021-02-28,IN,India,SEARO,105080,11096731,749,157051
2021-03-07,IN,India,SEARO,114068,11210799,705,157756
2021-03-14,IN,India,SEARO,148249,11359048,851,158607
2021-03-21,IN,India,SEARO,240082,11599130,1148,159755
2021-03-28,IN,India,SEARO,372494,11971624,1797,161552
2021-04-04,IN,India,SEARO,513885,12485509,3071,164623
2021-04-11,IN,India,SEARO,873296,13358805,4652,169275
2021-04-18,IN,India,SEARO,1429304,14788109,7875,177150
2021-04-25,IN,India,SEARO,2172063,16960172,15161,192311
2021-05-02,IN,India,SEARO,2597285,19557457,23231,215542
2021-05-09,IN,India,SEARO,2738957,22296414,26820,242362
2021-05-16,IN,India,SEARO,2387663,24684077,27922,270284
2021-05-23,IN,India,SEARO,1846055,26530132,28982,299266
2021-05-30,IN,India,SEARO,1364668,27894800,26706,325972
2021-06-06,IN,India,SEARO,914539,28809339,20787,346759
2021-06-13,IN,India,SEARO,630650,29439989,23625,370384
2021-06-20,IN,India,SEARO,441976,29881965,16329,386713
2021-06-27,IN,India,SEARO,351218,30233183,9038,395751
2021-07-04,IN,India,SEARO,312250,30545433,6254,402005
2021-07-11,IN,India,SEARO,291789,30837222,6035,408040
2021-07-18,IN,India,SEARO,268843,31106065,5569,413609
2021-07-25,IN,India,SEARO,265836,31371901,6942,420551
2021-08-01,IN,India,SEARO,283923,31655824,3800,424351
2021-08-08,IN,India,SEARO,278631,31934455,3511,427862
2021-08-15,IN,India,SEARO,258121,32192576,3363,431225
2021-08-22,IN,India,SEARO,231658,32424234,3142,434367
2021-08-29,IN,India,SEARO,270796,32695030,3463,437830
2021-09-05,IN,India,SEARO,293643,32988673,2703,440533
2021-09-12,IN,India,SEARO,248248,33236921,2122,442655
2021-09-19,IN,India,SEARO,211242,33448163,2183,444838
2021-09-26,IN,India,SEARO,204582,33652745,2080,446918
2021-10-03,IN,India,SEARO,161158,33813903,1899,448817
2021-10-10,IN,India,SEARO,139572,33953475,1772,450589
2021-10-17,IN,India,SEARO,114244,34067719,1535,452124
2021-10-24,IN,India,SEARO,107749,34175468,2145,454269
2021-10-31,IN,India,SEARO,97832,34273300,3917,458186
2021-11-07,IN,India,SEARO,82236,34355536,2605,460791
2021-11-14,IN,India,SEARO,81771,34437307,2739,463530
2021-11-21,IN,India,SEARO,73106,34510413,2132,465662
2021-11-28,IN,India,SEARO,62110,34572523,2892,468554
2021-12-05,IN,India,SEARO,60732,34633255,4772,473326
2021-12-12,IN,India,SEARO,57255,34690510,2108,475434
2021-12-19,IN,India,SEARO,49765,34740275,1988,477422
2021-12-26,IN,India,SEARO,46527,34786802,2260,479682
2022-01-02,IN,India,SEARO,102330,34889132,2088,481770
2022-01-09,IN,India,SEARO,638872,35528004,2020,483790
2022-01-16,IN,India,SEARO,1594160,37122164,2276,486066
2022-01-23,IN,India,SEARO,2115100,39237264,3343,489409
2022-01-30,IN,India,SEARO,1855258,41092522,4682,494091
2022-02-06,IN,India,SEARO,1095616,42188138,7888,501979
2022-02-13,IN,India,SEARO,443283,42631421,6686,508665
2022-02-20,IN,India,SEARO,191052,42822473,3238,511903
2022-02-27,IN,India,SEARO,93644,42916117,1821,513724
2022-03-06,IN,India,SEARO,46836,42962953,1312,515036
2022-03-13,IN,India,SEARO,28038,42990991,814,515850
2022-03-20,IN,India,SEARO,16850,43007841,629,516479
2022-03-27,IN,India,SEARO,11612,43019453,4525,521004
2022-04-03,IN,India,SEARO,8678,43028131,341,521345
2022-04-10,IN,India,SEARO,7140,43035271,340,521685
2022-04-17,IN,India,SEARO,6826,43042097,66,521751
2022-04-24,IN,India,SEARO,15448,43057545,442,522193
2022-05-01,IN,India,SEARO,21643,43079188,1650,523843
2022-05-08,IN,India,SEARO,23006,43102194,221,524064
2022-05-15,IN,India,SEARO,19405,43121599,150,524214
2022-05-22,IN,India,SEARO,14772,43136371,199,524413
2022-05-29,IN,India,SEARO,16672,43153043,173,524586
2022-06-05,IN,India,SEARO,23774,43176817,106,524692
2022-06-12,IN,India,SEARO,45200,43222017,69,524761
2022-06-19,IN,India,SEARO,74675,43296692,94,524855
2022-06-26,IN,India,SEARO,93281,43389973,144,524999
2022-07-03,IN,India,SEARO,112456,43502429,200,525199
2022-07-10,IN,India,SEARO,120222,43622651,229,525428
2022-07-17,IN,India,SEARO,127948,43750599,281,525709
2022-07-24,IN,India,SEARO,138156,43888755,324,526033
2022-07-31,IN,India,SEARO,131056,44019811,324,526357
2022-08-07,IN,India,SEARO,125921,44145732,332,526689
2022-08-14,IN,India,SEARO,107732,44253464,348,527037
2022-08-21,IN,India,SEARO,85965,44339429,295,527332
2022-08-28,IN,India,SEARO,68703,44408132,422,527754
2022-09-04,IN,India,SEARO,48403,44456535,237,527991
2022-09-11,IN,India,SEARO,38824,44495359,159,528150
2022-09-18,IN,India,SEARO,38829,44534188,187,528337
2022-09-25,IN,India,SEARO,33926,44568114,173,528510
2022-10-02,IN,India,SEARO,26373,44594487,163,528673
2022-10-09,IN,India,SEARO,17526,44612013,126,528799
2022-10-16,IN,India,SEARO,16815,44628828,96,528895
2022-10-23,IN,India,SEARO,13914,44642742,66,528961
2022-10-30,IN,India,SEARO,9524,44652266,55,529016
2022-11-06,IN,India,SEARO,8313,44660579,1484,530500
2022-11-13,IN,India,SEARO,5798,44666377,31,530531
2022-11-20,IN,India,SEARO,2638,44669015,43,530574
2022-11-27,IN,India,SEARO,2547,44671562,38,530612
2022-12-04,IN,India,SEARO,1830,44673392,16,530628
2022-12-11,IN,India,SEARO,1430,44674822,30,530658
2022-12-18,IN,India,SEARO,1130,44675952,14,530672
2022-12-25,IN,India,SEARO,1154,44677106,21,530693
2023-01-01,IN,India,SEARO,1543,44678649,12,530705
2023-01-08,IN,India,SEARO,1275,44679924,15,530720
2023-01-15,IN,India,SEARO,1116,44681040,6,530726
2023-01-22,IN,India,SEARO,881,44681921,7,530733
2023-01-29,IN,India,SEARO,718,44682639,7,530740
2023-02-05,IN,India,SEARO,724,44683363,5,530745
2023-02-12,IN,India,SEARO,755,44684118,5,530750
2023-02-19,IN,India,SEARO,799,44684917,10,530760
2023-02-26,IN,India,SEARO,1100,44686017,9,530769
2023-03-05,IN,India,SEARO,1803,44687820,6,530775
2023-03-12,IN,India,SEARO,2672,44690492,6,530781
2023-03-19,IN,India,SEARO,4928,44695420,21,530802
2023-03-26,IN,India,SEARO,8727,44704147,29,530831
2023-04-02,IN,India,SEARO,18458,44722605,50,530881
2023-04-09,IN,India,SEARO,34011,44756616,84,530965
2023-04-16,IN,India,SEARO,61499,44818115,149,531114
2023-04-23,IN,India,SEARO,73874,44891989,215,531329
2023-04-30,IN,India,SEARO,53400,44945389,204,531533
2023-05-07,IN,India,SEARO,24241,44969630,147,531680
2023-05-14,IN,India,SEARO,11044,44980674,90,531770
2023-05-21,IN,India,SEARO,5787,44986461,62,531832
2023-05-28,IN,India,SEARO,3283,44989744,32,531864
2023-06-04,IN,India,SEARO,1838,44991582,16,531880
2023-06-11,IN,India,SEARO,1206,44992788,11,531891
2023-06-18,IN,India,SEARO,692,44993480,4,531895
2023-06-25,IN,India,SEARO,472,44993952,8,531903
2023-07-02,IN,India,SEARO,329,44994281,4,531907
2023-07-09,IN,India,SEARO,294,44994575,6,531913
2023-07-16,IN,India,SEARO,303,44994878,2,531915
2023-07-23,IN,India,SEARO,386,44995264,0,531915
2023-07-30,IN,India,SEARO,324,44995588,1,531916
2023-08-06,IN,India,SEARO,392,44995980,2,531918
2023-08-13,IN,India,SEARO,294,44996274,3,531921
2023-08-20,IN,India,SEARO,325,44996599,4,531925
2023-08-27,IN,India,SEARO,364,44996963,3,531928
2023-09-03,IN,India,SEARO,363,44997326,95,532023
2023-09-10,IN,India,SEARO,384,44997710,4,532027
2023-09-17,IN,India,SEARO,452,44998162,3,532030
2023-09-24,IN,India,SEARO,363,44998525,1,532031
2023-10-01,IN,India,SEARO,313,44998838,1,532032
2023-10-08,IN,India,SEARO,490,44999328,2,532034
2023-10-15,IN,India,SEARO,260,44999588,3,532037
2023-10-22,IN,India,SEARO,1464,45001052,1254,533291
2023-10-29,IN,India,SEARO,193,45001245,2,533293
2023-11-05,IN,India,SEARO,139,45001384,1,533294
2023-11-12,IN,India,SEARO,72,45001456,1,533295
2023-11-19,IN,India,SEARO,119,45001575,0,533295
2023-11-26,IN,India,SEARO,189,45001764,3,533298
2023-12-03,IN,India,SEARO,415,45002179,2,533300
2023-12-10,IN,India,SEARO,876,45003055,6,533306
2023-12-17,IN,India,SEARO,1761,45004816,10,533316
2023-12-24,IN,India,SEARO,3804,45008620,17,533333
2020-01-05,PK,Pakistan,EMRO,0,0,0,0
2020-01-12,PK,Pakistan,EMRO,0,0,0,0
2020-01-19,PK,Pakistan,EMRO,0,0,0,0
2020-01-26,PK,Pakistan,EMRO,0,0,0,0
2020-02-02,PK,Pakistan,EMRO,0,0,0,0
2020-02-09,PK,Pakistan,EMRO,0,0,0,0
2020-02-16,PK,Pakistan,EMRO,0,0,0,0
2020-02-23,PK,Pakistan,EMRO,0,0,0,0
2020-03-01,PK,Pakistan,EMRO,2,2,0,0
2020-03-08,PK,Pakistan,EMRO,4,6,0,0
2020-03-15,PK,Pakistan,EMRO,15,21,0,0
2020-03-22,PK,Pakistan,EMRO,440,461,2,2
2020-03-29,PK,Pakistan,EMRO,774,1235,7,9
2020-04-05,PK,Pakistan,EMRO,1215,2450,26,35
2020-04-12,PK,Pakistan,EMRO,2245,4695,31,66
2020-04-19,PK,Pakistan,EMRO,2330,7025,69,135
2020-04-26,PK,Pakistan,EMRO,4915,11940,118,253
2020-05-03,PK,Pakistan,EMRO,5759,17699,155,408
2020-05-10,PK,Pakistan,EMRO,8736,26435,191,599
2020-05-17,PK,Pakistan,EMRO,10783,37218,204,803
2020-05-24,PK,Pakistan,EMRO,15219,52437,298,1101
2020-05-31,PK,Pakistan,EMRO,14020,66457,294,1395
2020-06-07,PK,Pakistan,EMRO,27526,93983,540,1935
2020-06-14,PK,Pakistan,EMRO,38422,132405,616,2551
2020-06-21,PK,Pakistan,EMRO,39261,171666,831,3382
2020-06-28,PK,Pakistan,EMRO,27217,198883,653,4035
2020-07-05,PK,Pakistan,EMRO,26400,225283,584,4619
2020-07-12,PK,Pakistan,EMRO,21068,246351,504,5123
2020-07-19,PK,Pakistan,EMRO,15566,261917,399,5522
2020-07-26,PK,Pakistan,EMRO,9970,271887,265,5787
2020-08-02,PK,Pakistan,EMRO,7259,279146,183,5970
2020-08-09,PK,Pakistan,EMRO,4341,283487,104,6074
2020-08-16,PK,Pakistan,EMRO,4560,288047,88,6162
2020-08-23,PK,Pakistan,EMRO,4127,292174,69,6231
2020-08-30,PK,Pakistan,EMRO,3198,295372,53,6284
2020-09-06,PK,Pakistan,EMRO,2653,298025,56,6340
2020-09-13,PK,Pakistan,EMRO,2930,300955,33,6373
2020-09-20,PK,Pakistan,EMRO,4076,305031,42,6415
2020-09-27,PK,Pakistan,EMRO,4550,309581,36,6451
2020-10-04,PK,Pakistan,EMRO,4403,313984,56,6507
2020-10-11,PK,Pakistan,EMRO,4282,318266,51,6558
2020-10-18,PK,Pakistan,EMRO,4186,322452,80,6638
2020-10-25,PK,Pakistan,EMRO,4611,327063,89,6727
2020-11-01,PK,Pakistan,EMRO,5930,332993,79,6806
2020-11-08,PK,Pakistan,EMRO,8760,341753,137,6943
2020-11-15,PK,Pakistan,EMRO,12708,354461,166,7109
2020-11-22,PK,Pakistan,EMRO,17047,371508,494,7603
2020-11-29,PK,Pakistan,EMRO,20848,392356,339,7942
2020-12-06,PK,Pakistan,EMRO,20835,413191,361,8303
2020-12-13,PK,Pakistan,EMRO,21753,434944,421,8724
2020-12-20,PK,Pakistan,EMRO,19617,454561,526,9250
2020-12-27,PK,Pakistan,EMRO,14921,469482,566,9816
2021-01-03,PK,Pakistan,EMRO,14880,484362,442,10258
2021-01-10,PK,Pakistan,EMRO,15155,499517,340,10598
2021-01-17,PK,Pakistan,EMRO,17253,516770,310,10908
2021-01-24,PK,Pakistan,EMRO,14048,530818,339,11247
2021-01-31,PK,Pakistan,EMRO,12396,543214,376,11623
2021-02-07,PK,Pakistan,EMRO,9914,553128,291,11914
2021-02-14,PK,Pakistan,EMRO,8497,561625,362,12276
2021-02-21,PK,Pakistan,EMRO,8221,569846,287,12563
2021-02-28,PK,Pakistan,EMRO,8951,578797,274,12837
2021-03-07,PK,Pakistan,EMRO,9931,588728,329,13166
2021-03-14,PK,Pakistan,EMRO,13808,602536,310,13476
2021-03-21,PK,Pakistan,EMRO,20599,623135,323,13799
2021-03-28,PK,Pakistan,EMRO,26689,649824,359,14158
2021-04-04,PK,Pakistan,EMRO,33064,682888,539,14697
2021-04-11,PK,Pakistan,EMRO,33080,715968,632,15329
2021-04-18,PK,Pakistan,EMRO,34190,750158,765,16094
2021-04-25,PK,Pakistan,EMRO,39858,790016,905,16999
2021-05-02,PK,Pakistan,EMRO,35503,825519,958,17957
2021-05-09,PK,Pakistan,EMRO,28722,854241,840,18797
2021-05-16,PK,Pakistan,EMRO,20510,874751,670,19467
2021-05-23,PK,Pakistan,EMRO,22717,897468,710,20177
2021-05-30,PK,Pakistan,EMRO,18771,916239,503,20680
2021-06-06,PK,Pakistan,EMRO,14272,930511,509,21189
2021-06-13,PK,Pakistan,EMRO,9420,939931,441,21630
2021-06-20,PK,Pakistan,EMRO,7287,947218,307,21937
2021-06-27,PK,Pakistan,EMRO,6624,953842,251,22188
2021-07-04,PK,Pakistan,EMRO,7243,961085,191,22379
2021-07-11,PK,Pakistan,EMRO,10219,971304,176,22555
2021-07-18,PK,Pakistan,EMRO,15364,986668,205,22760
2021-07-25,PK,Pakistan,EMRO,15207,1001875,211,22971
2021-08-01,PK,Pakistan,EMRO,27936,1029811,389,23360
2021-08-08,PK,Pakistan,EMRO,33314,1063125,437,23797
2021-08-15,PK,Pakistan,EMRO,31574,1094699,542,24339
2021-08-22,PK,Pakistan,EMRO,25271,1119970,509,24848
2021-08-29,PK,Pakistan,EMRO,28602,1148572,687,25535
2021-09-05,PK,Pakistan,EMRO,26986,1175558,579,26114
2021-09-12,PK,Pakistan,EMRO,25809,1201367,548,26662
2021-09-19,PK,Pakistan,EMRO,19894,1221261,473,27135
2021-09-26,PK,Pakistan,EMRO,15627,1236888,389,27524
2021-10-03,PK,Pakistan,EMRO,11314,1248202,307,27831
2021-10-10,PK,Pakistan,EMRO,8986,1257188,256,28087
2021-10-17,PK,Pakistan,EMRO,6476,1263664,165,28252
2021-10-24,PK,Pakistan,EMRO,4281,1267945,107,28359
2021-10-31,PK,Pakistan,EMRO,4400,1272345,80,28439
2021-11-07,PK,Pakistan,EMRO,3895,1276240,79,28518
2021-11-14,PK,Pakistan,EMRO,3133,1279373,77,28595
2021-11-21,PK,Pakistan,EMRO,2186,1281559,60,28655
2021-11-28,PK,Pakistan,EMRO,2327,1283886,49,28704
2021-12-05,PK,Pakistan,EMRO,2567,1286453,57,28761
2021-12-12,PK,Pakistan,EMRO,2308,1288761,62,28823
2021-12-19,PK,Pakistan,EMRO,2087,1290848,47,28870
2021-12-26,PK,Pakistan,EMRO,2233,1293081,35,28905
2022-01-02,PK,Pakistan,EMRO,2852,1295933,28,28933
2022-01-09,PK,Pakistan,EMRO,6553,1302486,29,28962
2022-01-16,PK,Pakistan,EMRO,17634,1320120,41,29003
2022-01-23,PK,Pakistan,EMRO,39899,1360019,74,29077
2022-01-30,PK,Pakistan,EMRO,49994,1410013,142,29219
2022-02-06,PK,Pakistan,EMRO,44886,1454899,229,29448
2022-02-13,PK,Pakistan,EMRO,25693,1480592,283,29731
2022-02-20,PK,Pakistan,EMRO,18084,1498676,245,29976
2022-02-27,PK,Pakistan,EMRO,8981,1507657,177,30153
2022-03-06,PK,Pakistan,EMRO,5846,1513503,105,30258
2022-03-13,PK,Pakistan,EMRO,4580,1518083,46,30304
2022-03-20,PK,Pakistan,EMRO,3430,1521513,24,30328
2022-03-27,PK,Pakistan,EMRO,2077,1523590,12,30340
2022-04-03,PK,Pakistan,EMRO,1591,1525181,20,30360
2022-04-10,PK,Pakistan,EMRO,1291,1526472,1,30361
2022-04-17,PK,Pakistan,EMRO,679,1527151,2,30363
2022-04-24,PK,Pakistan,EMRO,600,1527751,6,30369
2022-05-01,PK,Pakistan,EMRO,205,1527956,0,30369
2022-05-08,PK,Pakistan,EMRO,0,1527956,0,30369
2022-05-15,PK,Pakistan,EMRO,1211,1529167,7,30376
2022-05-22,PK,Pakistan,EMRO,544,1529711,3,30379
2022-05-29,PK,Pakistan,EMRO,524,1530235,0,30379
2022-06-05,PK,Pakistan,EMRO,415,1530650,0,30379
2022-06-12,PK,Pakistan,EMRO,462,1531112,2,30381
2022-06-19,PK,Pakistan,EMRO,718,1531830,2,30383
2022-06-26,PK,Pakistan,EMRO,1652,1533482,3,30386
2022-07-03,PK,Pakistan,EMRO,3815,1537297,13,30399
2022-07-10,PK,Pakistan,EMRO,5080,1542377,21,30420
2022-07-17,PK,Pakistan,EMRO,3270,1545647,18,30438
2022-07-24,PK,Pakistan,EMRO,4119,1549766,26,30464
2022-07-31,PK,Pakistan,EMRO,4164,1553930,22,30486
2022-08-07,PK,Pakistan,EMRO,4627,1558557,19,30505
2022-08-14,PK,Pakistan,EMRO,3750,1562307,18,30523
2022-08-21,PK,Pakistan,EMRO,3461,1565768,27,30550
2022-08-28,PK,Pakistan,EMRO,2415,1568183,21,30571
2022-09-04,PK,Pakistan,EMRO,1605,1569788,17,30588
2022-09-11,PK,Pakistan,EMRO,1164,1570952,11,30599
2022-09-18,PK,Pakistan,EMRO,780,1571732,6,30605
2022-09-25,PK,Pakistan,EMRO,537,1572269,7,30612
2022-10-02,PK,Pakistan,EMRO,329,1572598,4,30616
2022-10-09,PK,Pakistan,EMRO,374,1572972,7,30623
2022-10-16,PK,Pakistan,EMRO,0,1572972,0,30623
2022-10-23,PK,Pakistan,EMRO,347,1573319,0,30623
2022-10-30,PK,Pakistan,EMRO,603,1573922,2,30625
2022-11-06,PK,Pakistan,EMRO,399,1574321,2,30627
2022-11-13,PK,Pakistan,EMRO,275,1574596,2,30629
2022-11-20,PK,Pakistan,EMRO,271,1574867,1,30630
2022-11-27,PK,Pakistan,EMRO,198,1575065,0,30630
2022-12-04,PK,Pakistan,EMRO,208,1575273,2,30632
2022-12-11,PK,Pakistan,EMRO,151,1575424,3,30635
2022-12-18,PK,Pakistan,EMRO,62,1575486,0,30635
2022-12-25,PK,Pakistan,EMRO,165,1575651,0,30635
2023-01-01,PK,Pakistan,EMRO,0,1575651,0,30635
2023-01-08,PK,Pakistan,EMRO,259,1575910,3,30638
2023-01-15,PK,Pakistan,EMRO,127,1576037,1,30639
2023-01-22,PK,Pakistan,EMRO,129,1576166,1,30640
2023-01-29,PK,Pakistan,EMRO,86,1576252,0,30640
2023-02-05,PK,Pakistan,EMRO,109,1576361,0,30640
2023-02-12,PK,Pakistan,EMRO,133,1576494,0,30640
2023-02-19,PK,Pakistan,EMRO,163,1576657,1,30641
2023-02-26,PK,Pakistan,EMRO,138,1576795,0,30641
2023-03-05,PK,Pakistan,EMRO,323,1577118,2,30643
2023-03-12,PK,Pakistan,EMRO,364,1577482,1,30644
2023-03-19,PK,Pakistan,EMRO,673,1578155,1,30645
2023-03-26,PK,Pakistan,EMRO,851,1579006,3,30648
2023-04-02,PK,Pakistan,EMRO,698,1579704,1,30649
2023-04-09,PK,Pakistan,EMRO,364,1580068,3,30652
2023-04-16,PK,Pakistan,EMRO,326,1580394,3,30655
2023-04-23,PK,Pakistan,EMRO,170,1580564,1,30656
2023-04-30,PK,Pakistan,EMRO,67,1580631,0,30656
2023-05-07,PK,Pakistan,EMRO,0,1580631,0,30656
2023-05-14,PK,Pakistan,EMRO,0,1580631,0,30656
2023-05-21,PK,Pakistan,EMRO,0,1580631,0,30656
2023-05-28,PK,Pakistan,EMRO,0,1580631,0,30656
2023-06-04,PK,Pakistan,EMRO,0,1580631,0,30656
2023-06-11,PK,Pakistan,EMRO,0,1580631,0,30656
2023-06-18,PK,Pakistan,EMRO,0,1580631,0,30656
2023-06-25,PK,Pakistan,EMRO,0,1580631,0,30656
2023-07-02,PK,Pakistan,EMRO,0,1580631,0,30656
2023-07-09,PK,Pakistan,EMRO,0,1580631,0,30656
2023-07-16,PK,Pakistan,EMRO,0,1580631,0,30656
2023-07-23,PK,Pakistan,EMRO,0,1580631,0,30656
2023-07-30,PK,Pakistan,EMRO,0,1580631,0,30656
2023-08-06,PK,Pakistan,EMRO,0,1580631,0,30656
2023-08-13,PK,Pakistan,EMRO,0,1580631,0,30656
2023-08-20,PK,Pakistan,EMRO,0,1580631,0,30656
2023-08-27,PK,Pakistan,EMRO,0,1580631,0,30656
2023-09-03,PK,Pakistan,EMRO,0,1580631,0,30656
2023-09-10,PK,Pakistan,EMRO,0,1580631,0,30656
2023-09-17,PK,Pakistan,EMRO,0,1580631,0,30656
2023-09-24,PK,Pakistan,EMRO,0,1580631,0,30656
2023-10-01,PK,Pakistan,EMRO,0,1580631,0,30656
2023-10-08,PK,Pakistan,EMRO,0,1580631,0,30656
2023-10-15,PK,Pakistan,EMRO,0,1580631,0,30656
2023-10-22,PK,Pakistan,EMRO,0,1580631,0,30656
2023-10-29,PK,Pakistan,EMRO,0,1580631,0,30656
2023-11-05,PK,Pakistan,EMRO,0,1580631,0,30656
2023-11-12,PK,Pakistan,EMRO,0,1580631,0,30656
2023-11-19,PK,Pakistan,EMRO,0,1580631,0,30656
2023-11-26,PK,Pakistan,EMRO,0,1580631,0,30656
2023-12-03,PK,Pakistan,EMRO,0,1580631,0,30656
2023-12-10,PK,Pakistan,EMRO,0,1580631,0,30656
2023-12-17,PK,Pakistan,EMRO,0,1580631,0,30656
2023-12-24,PK,Pakistan,EMRO,0,1580631,0,30656
